,date,time,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,sh,sot,dist,fk,pk,pkatt,season,team,target,venue_code,opp_code,hour,day_code,gf_rolling,ga_rolling,sh_rolling,sot_rolling,dist_rolling,fk_rolling,pk_rolling,pkatt_rolling
159,2022-11-12,12:30,Matchweek 16,Sat,Away,W,2.0,1.0,Manchester City,1.3,1.6,26.0,52786.0,Ivan Toney,3-5-2,Peter Bankes,Match Report,10.0,7.0,15.2,0.0,0.0,0.0,2022,Brentford,1,0,13,12,5,1.0,2.3333333333333335,9.666666666666666,2.3333333333333335,17.5,0.0,0.3333333333333333,0.3333333333333333
160,2021-09-11,15:00,Matchweek 4,Sat,Away,W,1.0,0.0,Brentford,0.3,0.4,59.0,16518.0,Lewis Dunk,3-4-1-2,Graham Scott,Match Report,4.0,2.0,19.0,0.0,0.0,0.0,2021,Brighton and Hove Albion,1,0,3,15,5,1.3333333333333333,1.0,13.666666666666666,4.0,18.03333333333333,1.0,0.0,0.0
161,2021-09-19,14:00,Matchweek 5,Sun,Home,W,2.0,1.0,Leicester City,1.7,1.5,37.0,31078.0,Lewis Dunk,4-4-2,Stuart Attwell,Match Report,11.0,4.0,16.9,2.0,1.0,1.0,2021,Brighton and Hove Albion,1,1,11,14,6,1.0,0.6666666666666666,10.333333333333334,2.6666666666666665,19.400000000000002,0.6666666666666666,0.0,0.0
162,2021-09-27,20:00,Matchweek 6,Mon,Away,D,1.0,1.0,Crystal Palace,0.8,1.4,53.0,22975.0,Lewis Dunk,3-4-3,Andre Marriner,Match Report,8.0,4.0,15.8,0.0,0.0,0.0,2021,Brighton and Hove Albion,0,0,7,20,0,1.0,1.0,9.666666666666666,3.0,19.400000000000002,1.3333333333333333,0.3333333333333333,0.3333333333333333
163,2021-10-02,17:30,Matchweek 7,Sat,Home,D,0.0,0.0,Arsenal,1.6,0.6,58.0,31266.0,Lewis Dunk,3-5-2,Jonathan Moss,Match Report,21.0,2.0,17.7,0.0,0.0,0.0,2021,Brighton and Hove Albion,0,1,0,17,5,1.3333333333333333,0.6666666666666666,7.666666666666667,3.3333333333333335,17.233333333333334,0.6666666666666666,0.3333333333333333,0.3333333333333333
164,2021-10-16,15:00,Matchweek 8,Sat,Away,D,0.0,0.0,Norwich City,1.0,1.6,64.0,26777.0,Lewis Dunk,3-5-2,Peter Bankes,Match Report,11.0,3.0,16.1,0.0,0.0,0.0,2021,Brighton and Hove Albion,0,0,16,15,5,1.0,0.6666666666666666,13.333333333333334,3.3333333333333335,16.8,0.6666666666666666,0.3333333333333333,0.3333333333333333
165,2021-10-23,17:30,Matchweek 9,Sat,Home,L,1.0,4.0,Manchester City,1.4,4.0,48.0,31215.0,Lewis Dunk,3-5-2,Kevin Friend,Match Report,9.0,4.0,19.0,0.0,1.0,1.0,2021,Brighton and Hove Albion,0,1,13,17,5,0.3333333333333333,0.3333333333333333,13.333333333333334,3.0,16.53333333333333,0.0,0.0,0.0
166,2021-10-30,15:00,Matchweek 10,Sat,Away,D,2.0,2.0,Liverpool,1.1,1.5,42.0,52598.0,Lewis Dunk,4-2-3-1,Mike Dean,Match Report,9.0,6.0,17.0,0.0,0.0,0.0,2021,Brighton and Hove Albion,0,0,12,15,5,0.3333333333333333,1.3333333333333333,13.666666666666666,3.0,17.599999999999998,0.0,0.3333333333333333,0.3333333333333333
167,2021-11-06,17:30,Matchweek 11,Sat,Home,D,1.0,1.0,Newcastle Utd,2.0,0.4,65.0,31267.0,Lewis Dunk,4-2-3-1,David Coote,Match Report,13.0,4.0,17.9,0.0,1.0,1.0,2021,Brighton and Hove Albion,0,1,15,17,5,1.0,2.0,9.666666666666666,4.333333333333333,17.366666666666664,0.0,0.3333333333333333,0.3333333333333333
168,2021-11-20,15:00,Matchweek 12,Sat,Away,L,0.0,2.0,Aston Villa,0.5,0.8,62.0,41925.0,Lewis Dunk,3-5-2,Anthony Taylor,Match Report,6.0,2.0,17.7,0.0,0.0,0.0,2021,Brighton and Hove Albion,0,0,1,15,5,1.3333333333333333,2.3333333333333335,10.333333333333334,4.666666666666667,17.96666666666667,0.0,0.6666666666666666,0.6666666666666666
169,2021-11-27,17:30,Matchweek 13,Sat,Home,D,0.0,0.0,Leeds United,2.5,0.9,57.0,31166.0,Lewis Dunk,4-2-3-1,Craig Pawson,Match Report,20.0,4.0,16.6,0.0,0.0,0.0,2021,Brighton and Hove Albion,0,1,10,17,5,1.0,1.6666666666666667,9.333333333333334,4.0,17.533333333333335,0.0,0.3333333333333333,0.3333333333333333
170,2021-12-01,19:30,Matchweek 14,Wed,Away,D,1.0,1.0,West Ham,1.4,1.4,65.0,59626.0,Lewis Dunk,4-2-3-1,Chris Kavanagh,Match Report,9.0,3.0,16.1,1.0,0.0,0.0,2021,Brighton and Hove Albion,0,0,21,19,2,0.3333333333333333,1.0,13.0,3.3333333333333335,17.4,0.0,0.3333333333333333,0.3333333333333333
171,2021-12-04,15:00,Matchweek 15,Sat,Away,D,1.0,1.0,Southampton,1.4,1.7,56.0,28706.0,Shane Duffy,3-5-2,Anthony Taylor,Match Report,14.0,4.0,18.7,1.0,0.0,0.0,2021,Brighton and Hove Albion,0,0,18,15,5,0.3333333333333333,1.0,11.666666666666666,3.0,16.8,0.3333333333333333,0.0,0.0
172,2021-12-15,19:30,Matchweek 17,Wed,Home,L,0.0,1.0,Wolves,1.4,1.2,59.0,30362.0,Dan Burn,4-3-3,Tony Harrington,Match Report,12.0,2.0,17.8,2.0,0.0,0.0,2021,Brighton and Hove Albion,0,1,22,19,2,0.6666666666666666,0.6666666666666666,14.333333333333334,3.6666666666666665,17.133333333333336,0.6666666666666666,0.0,0.0
173,2021-12-26,20:00,Matchweek 19,Sun,Home,W,2.0,0.0,Brentford,1.1,1.0,50.0,30141.0,Adam Lallana,4-1-2-1-2◆,Darren England,Match Report,15.0,5.0,21.7,3.0,0.0,0.0,2021,Brighton and Hove Albion,1,1,3,20,6,0.6666666666666666,1.0,11.666666666666666,3.0,17.533333333333335,1.3333333333333333,0.0,0.0
174,2021-12-29,19:30,Matchweek 20,Wed,Away,D,1.0,1.0,Chelsea,1.4,1.1,53.0,40080.0,Adam Lallana,3-4-3,Mike Dean,Match Report,18.0,6.0,20.2,1.0,0.0,0.0,2021,Brighton and Hove Albion,0,0,6,19,2,1.0,0.6666666666666666,13.666666666666666,3.6666666666666665,19.400000000000002,2.0,0.0,0.0
175,2022-01-02,14:00,Matchweek 21,Sun,Away,W,3.0,2.0,Everton,1.7,1.9,50.0,38203.0,Adam Lallana,4-4-2,John Brooks,Match Report,12.0,5.0,19.1,0.0,0.0,0.0,2021,Brighton and Hove Albion,1,0,8,14,6,1.0,0.6666666666666666,15.0,4.333333333333333,19.9,2.0,0.0,0.0
176,2022-01-14,20:00,Matchweek 22,Fri,Home,D,1.0,1.0,Crystal Palace,2.1,0.4,63.0,30675.0,Adam Lallana,4-1-2-1-2◆,Robert Jones,Match Report,18.0,3.0,18.2,0.0,0.0,1.0,2021,Brighton and Hove Albion,0,1,7,20,4,2.0,1.0,15.0,5.333333333333333,20.333333333333332,1.3333333333333333,0.0,0.0
177,2022-01-18,20:00,Matchweek 24,Tue,Home,D,1.0,1.0,Chelsea,1.0,0.8,44.0,30880.0,Adam Webster,4-1-4-1,Kevin Friend,Match Report,10.0,2.0,16.2,0.0,0.0,0.0,2021,Brighton and Hove Albion,0,1,6,20,1,1.6666666666666667,1.3333333333333333,16.0,4.666666666666667,19.166666666666668,0.3333333333333333,0.0,0.3333333333333333
178,2022-01-23,14:00,Matchweek 23,Sun,Away,D,1.0,1.0,Leicester City,1.5,1.7,56.0,31231.0,Adam Webster,4-1-2-1-2◆,Martin Atkinson,Match Report,14.0,4.0,17.9,0.0,0.0,0.0,2021,Brighton and Hove Albion,0,0,11,14,6,1.6666666666666667,1.3333333333333333,13.333333333333334,3.3333333333333335,17.833333333333332,0.0,0.0,0.3333333333333333
179,2022-02-12,15:00,Matchweek 25,Sat,Away,W,2.0,0.0,Watford,1.6,0.6,64.0,20795.0,Lewis Dunk,3-1-4-2,Jonathan Moss,Match Report,11.0,5.0,12.3,0.0,0.0,0.0,2021,Brighton and Hove Albion,1,0,20,15,5,1.0,1.0,14.0,3.0,17.433333333333334,0.0,0.0,0.3333333333333333
180,2022-02-15,20:15,Matchweek 18,Tue,Away,L,0.0,2.0,Manchester Utd,0.9,1.8,50.0,73012.0,Lewis Dunk,4-1-2-1-2◆,Peter Bankes,Match Report,10.0,3.0,18.9,0.0,0.0,0.0,2021,Brighton and Hove Albion,0,0,14,20,1,1.3333333333333333,0.6666666666666666,11.666666666666666,3.6666666666666665,15.466666666666663,0.0,0.0,0.0
181,2022-02-19,15:00,Matchweek 26,Sat,Home,L,0.0,3.0,Burnley,0.8,1.0,68.0,30361.0,Adam Lallana,4-4-2,Kevin Friend,Match Report,11.0,1.0,19.5,0.0,0.0,0.0,2021,Brighton and Hove Albion,0,1,5,15,5,1.0,1.0,11.666666666666666,4.0,16.366666666666664,0.0,0.0,0.0
182,2022-02-26,15:00,Matchweek 27,Sat,Home,L,0.0,2.0,Aston Villa,0.9,1.0,66.0,31475.0,Lewis Dunk,3-5-2,John Brooks,Match Report,12.0,1.0,19.4,0.0,0.0,0.0,2021,Brighton and Hove Albion,0,1,1,15,5,0.6666666666666666,1.6666666666666667,10.666666666666666,3.0,16.900000000000002,0.0,0.0,0.0
183,2022-03-05,15:00,Matchweek 28,Sat,Away,L,1.0,2.0,Newcastle Utd,1.7,1.7,68.0,52214.0,Lewis Dunk,4-1-2-1-2◆,Martin Atkinson,Match Report,15.0,4.0,14.2,0.0,0.0,0.0,2021,Brighton and Hove Albion,0,0,15,15,5,0.0,2.3333333333333335,11.0,1.6666666666666667,19.266666666666666,0.0,0.0,0.0
184,2022-03-12,12:30,Matchweek 29,Sat,Home,L,0.0,2.0,Liverpool,0.6,2.3,52.0,31474.0,Lewis Dunk,4-2-3-1,Mike Dean,Match Report,8.0,3.0,18.4,0.0,0.0,0.0,2021,Brighton and Hove Albion,0,1,12,12,5,0.3333333333333333,2.3333333333333335,12.666666666666666,2.0,17.7,0.0,0.0,0.0
185,2022-03-16,19:30,Matchweek 16,Wed,Home,L,0.0,2.0,Tottenham,0.9,2.9,48.0,31144.0,Lewis Dunk,4-2-3-1,Robert Jones,Match Report,15.0,0.0,18.3,0.0,0.0,0.0,2021,Brighton and Hove Albion,0,1,19,19,2,0.3333333333333333,2.0,11.666666666666666,2.6666666666666665,17.333333333333332,0.0,0.0,0.0
186,2022-04-02,15:00,Matchweek 31,Sat,Home,D,0.0,0.0,Norwich City,2.9,0.4,63.0,31245.0,Lewis Dunk,3-4-1-2,Simon Hooper,Match Report,30.0,4.0,18.7,1.0,0.0,1.0,2021,Brighton and Hove Albion,0,1,16,15,5,0.3333333333333333,2.0,12.666666666666666,2.3333333333333335,16.966666666666665,0.0,0.0,0.0
187,2022-04-09,15:00,Matchweek 32,Sat,Away,W,2.0,1.0,Arsenal,0.8,2.0,36.0,60112.0,Lewis Dunk,3-5-2,David Coote,Match Report,8.0,3.0,23.1,0.0,0.0,0.0,2021,Brighton and Hove Albion,1,0,0,15,5,0.0,1.3333333333333333,17.666666666666668,2.3333333333333335,18.466666666666665,0.3333333333333333,0.0,0.3333333333333333
188,2022-04-16,12:30,Matchweek 33,Sat,Away,W,1.0,0.0,Tottenham,0.8,0.5,51.0,58685.0,Lewis Dunk,3-5-2,Craig Pawson,Match Report,12.0,4.0,17.0,0.0,0.0,0.0,2021,Brighton and Hove Albion,1,0,19,12,5,0.6666666666666666,1.0,17.666666666666668,2.3333333333333335,20.033333333333335,0.3333333333333333,0.0,0.3333333333333333
189,2022-04-20,20:00,Matchweek 30,Wed,Away,L,0.0,3.0,Manchester City,0.2,1.6,35.0,52226.0,Lewis Dunk,3-5-2,Mike Dean,Match Report,2.0,1.0,19.0,1.0,0.0,0.0,2021,Brighton and Hove Albion,0,0,13,20,2,1.0,0.3333333333333333,16.666666666666668,3.6666666666666665,19.599999999999998,0.3333333333333333,0.0,0.3333333333333333
190,2022-04-24,14:00,Matchweek 34,Sun,Home,D,2.0,2.0,Southampton,1.8,1.2,48.0,31335.0,Lewis Dunk,4-3-1-2,Robert Jones,Match Report,8.0,5.0,11.4,0.0,0.0,0.0,2021,Brighton and Hove Albion,0,1,18,14,6,1.0,1.3333333333333333,7.333333333333333,2.6666666666666665,19.7,0.3333333333333333,0.0,0.0
191,2022-04-30,15:00,Matchweek 35,Sat,Away,W,3.0,0.0,Wolves,2.8,0.8,51.0,31243.0,Lewis Dunk,3-4-3,Simon Hooper,Match Report,15.0,8.0,21.4,0.0,1.0,2.0,2021,Brighton and Hove Albion,1,0,22,15,5,1.0,1.6666666666666667,7.333333333333333,3.3333333333333335,15.799999999999999,0.3333333333333333,0.0,0.0
192,2022-05-07,17:30,Matchweek 36,Sat,Home,W,4.0,0.0,Manchester Utd,2.5,1.2,42.0,31637.0,Lewis Dunk,3-4-3,Andy Madley,Match Report,17.0,5.0,15.9,0.0,0.0,0.0,2021,Brighton and Hove Albion,1,1,14,17,5,1.6666666666666667,1.6666666666666667,8.333333333333334,4.666666666666667,17.266666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666
193,2022-05-15,14:00,Matchweek 37,Sun,Away,D,1.0,1.0,Leeds United,2.4,1.9,50.0,36638.0,Lewis Dunk,3-4-3,Mike Dean,Match Report,15.0,6.0,14.3,0.0,0.0,0.0,2021,Brighton and Hove Albion,0,0,10,14,6,3.0,0.6666666666666666,13.333333333333334,6.0,16.23333333333333,0.0,0.3333333333333333,0.6666666666666666
194,2022-05-22,16:00,Matchweek 38,Sun,Home,W,3.0,1.0,West Ham,1.9,0.4,50.0,31604.0,Lewis Dunk,4-3-2-1,Kevin Friend,Match Report,18.0,7.0,16.4,0.0,0.0,0.0,2021,Brighton and Hove Albion,1,1,21,16,6,2.6666666666666665,0.3333333333333333,15.666666666666666,6.333333333333333,17.2,0.0,0.3333333333333333,0.6666666666666666
195,2022-08-07,14:00,Matchweek 1,Sun,Away,W,2.0,1.0,Manchester Utd,1.5,1.4,38.0,73711.0,Lewis Dunk,3-3-3-1,Paul Tierney,Match Report,15.0,4.0,17.4,0.0,0.0,0.0,2022,Brighton and Hove Albion,1,0,14,14,6,2.6666666666666665,0.6666666666666666,16.666666666666668,6.0,15.533333333333333,0.0,0.0,0.0
196,2022-08-13,15:00,Matchweek 2,Sat,Home,D,0.0,0.0,Newcastle Utd,1.5,0.2,54.0,31552.0,Lewis Dunk,3-4-1-2,Graham Scott,Match Report,13.0,5.0,17.3,0.0,0.0,0.0,2022,Brighton and Hove Albion,0,1,15,15,5,2.0,1.0,16.0,5.666666666666667,16.033333333333335,0.0,0.0,0.0
197,2022-08-21,14:00,Matchweek 3,Sun,Away,W,2.0,0.0,West Ham,1.7,0.8,50.0,62449.0,Lewis Dunk,3-5-1-1,Anthony Taylor,Match Report,10.0,1.0,18.8,0.0,1.0,1.0,2022,Brighton and Hove Albion,1,0,21,14,6,1.6666666666666667,0.6666666666666666,15.333333333333334,5.333333333333333,17.03333333333333,0.0,0.0,0.0
198,2022-08-27,15:00,Matchweek 4,Sat,Home,W,1.0,0.0,Leeds United,2.0,1.8,44.0,30953.0,Lewis Dunk,4-4-2,Michael Salisbury,Match Report,13.0,4.0,13.6,0.0,0.0,0.0,2022,Brighton and Hove Albion,1,1,10,15,5,1.3333333333333333,0.3333333333333333,12.666666666666666,3.3333333333333335,17.833333333333332,0.0,0.3333333333333333,0.3333333333333333
199,2022-08-30,19:30,Matchweek 5,Tue,Away,L,1.0,2.0,Fulham,1.4,0.7,61.0,22224.0,Lewis Dunk,3-5-2,Thomas Bramall,Match Report,6.0,2.0,15.3,0.0,1.0,1.0,2022,Brighton and Hove Albion,0,0,9,19,1,1.0,0.0,12.0,3.3333333333333335,16.566666666666666,0.0,0.3333333333333333,0.3333333333333333
200,2022-09-04,14:00,Matchweek 6,Sun,Home,W,5.0,2.0,Leicester City,2.6,1.4,53.0,31185.0,Lewis Dunk,3-5-2,Tony Harrington,Match Report,22.0,10.0,19.6,2.0,1.0,1.0,2022,Brighton and Hove Albion,1,1,11,14,6,1.3333333333333333,0.6666666666666666,9.666666666666666,2.3333333333333335,15.9,0.0,0.6666666666666666,0.6666666666666666
201,2022-10-01,15:00,Matchweek 9,Sat,Away,D,3.0,3.0,Liverpool,1.4,1.5,46.0,53320.0,Lewis Dunk,3-4-3,Andy Madley,Match Report,6.0,6.0,10.0,0.0,0.0,0.0,2022,Brighton and Hove Albion,0,0,12,15,5,2.3333333333333335,1.3333333333333333,13.666666666666666,5.333333333333333,16.166666666666668,0.6666666666666666,0.6666666666666666,0.6666666666666666
202,2022-10-08,17:30,Matchweek 10,Sat,Home,L,0.0,1.0,Tottenham,0.7,0.8,59.0,31498.0,Lewis Dunk,3-4-3,Tony Harrington,Match Report,14.0,4.0,18.5,0.0,0.0,0.0,2022,Brighton and Hove Albion,0,1,19,17,5,3.0,2.3333333333333335,11.333333333333334,6.0,14.966666666666667,0.6666666666666666,0.6666666666666666,0.6666666666666666
203,2022-10-14,20:00,Matchweek 11,Fri,Away,L,0.0,2.0,Brentford,1.9,1.5,72.0,17016.0,Lewis Dunk,4-4-2,Michael Salisbury,Match Report,21.0,7.0,17.2,0.0,0.0,0.0,2022,Brighton and Hove Albion,0,0,3,20,4,2.6666666666666665,2.0,14.0,6.666666666666667,16.033333333333335,0.6666666666666666,0.3333333333333333,0.3333333333333333
204,2022-10-18,19:30,Matchweek 12,Tue,Home,D,0.0,0.0,Nott'ham Forest,1.7,0.1,70.0,31463.0,Lewis Dunk,3-4-3,Darren England,Match Report,19.0,7.0,15.7,0.0,0.0,0.0,2022,Brighton and Hove Albion,0,1,17,19,1,1.0,2.0,13.666666666666666,5.666666666666667,15.233333333333334,0.0,0.0,0.0
205,2022-10-22,15:00,Matchweek 13,Sat,Away,L,1.0,3.0,Manchester City,0.5,1.6,52.0,53223.0,Lewis Dunk,3-4-1-2,Craig Pawson,Match Report,8.0,2.0,19.8,0.0,0.0,0.0,2022,Brighton and Hove Albion,0,0,13,15,5,0.0,1.0,18.0,6.0,17.133333333333333,0.0,0.0,0.0
206,2022-10-29,15:00,Matchweek 14,Sat,Home,W,4.0,1.0,Chelsea,2.4,1.4,41.0,31746.0,Lewis Dunk,4-2-3-1,Andy Madley,Match Report,19.0,7.0,15.9,0.0,0.0,0.0,2022,Brighton and Hove Albion,1,1,6,15,5,0.3333333333333333,1.6666666666666667,16.0,5.333333333333333,17.566666666666666,0.0,0.0,0.0
207,2022-11-05,15:00,Matchweek 15,Sat,Away,W,3.0,2.0,Wolves,1.5,1.2,71.0,30732.0,Lewis Dunk,4-2-3-1,Graham Scott,Match Report,19.0,8.0,17.2,3.0,0.0,0.0,2022,Brighton and Hove Albion,1,0,22,15,5,1.6666666666666667,1.3333333333333333,15.333333333333334,5.333333333333333,17.133333333333333,0.0,0.0,0.0
208,2021-09-13,20:00,Matchweek 4,Mon,Away,L,1.0,3.0,Everton,1.3,1.4,48.0,30000.0,Ben Mee,4-4-2,Martin Atkinson,Match Report,11.0,6.0,16.8,0.0,0.0,0.0,2021,Burnley,0,0,8,20,0,0.6666666666666666,1.6666666666666667,11.666666666666666,3.0,16.0,0.3333333333333333,0.0,0.0
209,2021-09-18,15:00,Matchweek 5,Sat,Home,L,0.0,1.0,Arsenal,1.3,1.0,46.0,20000.0,Ben Mee,4-4-2,Anthony Taylor,Match Report,18.0,3.0,15.4,0.0,0.0,0.0,2021,Burnley,0,1,0,15,5,0.6666666666666666,2.0,10.666666666666666,4.0,16.2,0.0,0.0,0.0
210,2021-09-25,15:00,Matchweek 6,Sat,Away,D,2.0,2.0,Leicester City,0.5,2.6,34.0,31650.0,Ben Mee,4-4-2,Chris Kavanagh,Match Report,9.0,3.0,22.7,1.0,0.0,0.0,2021,Burnley,0,0,11,15,5,0.6666666666666666,1.6666666666666667,13.666666666666666,4.0,16.23333333333333,0.0,0.0,0.0
211,2021-10-02,15:00,Matchweek 7,Sat,Home,D,0.0,0.0,Norwich City,1.2,0.5,56.0,17427.0,James Tarkowski,4-4-2,Kevin Friend,Match Report,14.0,4.0,16.6,1.0,0.0,0.0,2021,Burnley,0,1,16,15,5,1.0,2.0,12.666666666666666,4.0,18.3,0.3333333333333333,0.0,0.0
212,2021-10-16,15:00,Matchweek 8,Sat,Away,L,0.0,2.0,Manchester City,0.8,2.2,30.0,52711.0,James Tarkowski,4-4-2,Martin Atkinson,Match Report,7.0,2.0,14.5,0.0,0.0,0.0,2021,Burnley,0,0,13,15,5,0.6666666666666666,1.0,13.666666666666666,3.3333333333333335,18.233333333333334,0.6666666666666666,0.0,0.0
213,2021-10-23,15:00,Matchweek 9,Sat,Away,D,2.0,2.0,Southampton,0.8,1.9,39.0,29145.0,James Tarkowski,4-4-2,Chris Kavanagh,Match Report,9.0,5.0,20.9,0.0,0.0,0.0,2021,Burnley,0,0,18,15,5,0.6666666666666666,1.3333333333333333,10.0,3.0,17.933333333333334,0.6666666666666666,0.0,0.0
214,2021-10-30,15:00,Matchweek 10,Sat,Home,W,3.0,1.0,Brentford,2.5,0.9,41.0,18821.0,Ben Mee,4-4-2,Jonathan Moss,Match Report,15.0,5.0,16.6,1.0,0.0,0.0,2021,Burnley,1,1,3,15,5,0.6666666666666666,1.3333333333333333,10.0,3.6666666666666665,17.333333333333332,0.3333333333333333,0.0,0.0
215,2021-11-06,15:00,Matchweek 11,Sat,Away,D,1.0,1.0,Chelsea,0.6,2.3,30.0,39798.0,Ben Mee,4-4-2,Andre Marriner,Match Report,5.0,2.0,15.9,0.0,0.0,0.0,2021,Burnley,0,0,6,15,5,1.6666666666666667,1.6666666666666667,10.333333333333334,4.0,17.333333333333332,0.3333333333333333,0.0,0.0
216,2021-11-20,15:00,Matchweek 12,Sat,Home,D,3.0,3.0,Crystal Palace,1.6,2.3,40.0,18028.0,Ben Mee,4-4-2,Simon Hooper,Match Report,15.0,9.0,16.1,1.0,0.0,0.0,2021,Burnley,0,1,7,15,5,2.0,1.3333333333333333,9.666666666666666,4.0,17.8,0.3333333333333333,0.0,0.0
217,2021-12-01,19:30,Matchweek 14,Wed,Away,D,0.0,0.0,Wolves,0.2,0.9,35.0,30328.0,Ben Mee,4-4-2,John Brooks,Match Report,6.0,1.0,21.3,0.0,0.0,0.0,2021,Burnley,0,0,22,19,2,2.3333333333333335,1.6666666666666667,11.666666666666666,5.333333333333333,16.2,0.6666666666666666,0.0,0.0
218,2021-12-04,15:00,Matchweek 15,Sat,Away,L,0.0,1.0,Newcastle Utd,0.8,1.2,52.0,51948.0,James Tarkowski,4-4-2,Paul Tierney,Match Report,10.0,1.0,18.8,2.0,0.0,0.0,2021,Burnley,0,0,15,15,5,1.3333333333333333,1.3333333333333333,8.666666666666666,4.0,17.766666666666666,0.3333333333333333,0.0,0.0
219,2021-12-12,14:00,Matchweek 16,Sun,Home,D,0.0,0.0,West Ham,1.0,1.0,40.0,18065.0,Ben Mee,4-4-2,Graham Scott,Match Report,9.0,1.0,15.2,0.0,0.0,0.0,2021,Burnley,0,1,21,14,6,1.0,1.3333333333333333,10.333333333333334,3.6666666666666665,18.733333333333334,1.0,0.0,0.0
220,2021-12-30,20:15,Matchweek 20,Thu,Away,L,1.0,3.0,Manchester Utd,1.0,2.3,43.0,73121.0,Ben Mee,4-4-2,Jonathan Moss,Match Report,10.0,3.0,13.3,0.0,0.0,0.0,2021,Burnley,0,0,14,20,3,0.0,0.3333333333333333,8.333333333333334,1.0,18.433333333333334,0.6666666666666666,0.0,0.0
221,2022-01-02,14:00,Matchweek 21,Sun,Away,L,1.0,3.0,Leeds United,0.9,2.0,45.0,36083.0,Ben Mee,4-4-2,Paul Tierney,Match Report,8.0,2.0,17.8,1.0,0.0,0.0,2021,Burnley,0,0,10,14,6,0.3333333333333333,1.3333333333333333,9.666666666666666,1.6666666666666667,15.766666666666667,0.6666666666666666,0.0,0.0
222,2022-01-23,14:00,Matchweek 23,Sun,Away,D,0.0,0.0,Arsenal,0.7,1.5,25.0,59255.0,Ben Mee,4-4-2,David Coote,Match Report,10.0,1.0,21.2,0.0,0.0,0.0,2021,Burnley,0,0,0,14,6,0.6666666666666666,2.0,9.0,2.0,15.433333333333332,0.3333333333333333,0.0,0.0
223,2022-02-05,18:00,Matchweek 17,Sat,Home,D,0.0,0.0,Watford,1.0,1.2,53.0,19527.0,Ben Mee,4-4-2,Craig Pawson,Match Report,13.0,2.0,19.5,1.0,0.0,0.0,2021,Burnley,0,1,20,18,5,0.6666666666666666,2.0,9.333333333333334,2.0,17.433333333333334,0.3333333333333333,0.0,0.0
224,2022-02-08,20:00,Matchweek 24,Tue,Home,D,1.0,1.0,Manchester Utd,0.5,2.4,37.0,21233.0,Ben Mee,4-4-2,Mike Dean,Match Report,9.0,3.0,20.5,0.0,0.0,0.0,2021,Burnley,0,1,14,20,1,0.3333333333333333,1.0,10.333333333333334,1.6666666666666667,19.5,0.6666666666666666,0.0,0.0
225,2022-02-13,14:00,Matchweek 25,Sun,Home,L,0.0,1.0,Liverpool,1.0,1.8,34.0,19563.0,Ben Mee,4-4-2,Martin Atkinson,Match Report,8.0,5.0,19.3,0.0,0.0,0.0,2021,Burnley,0,1,12,14,6,0.3333333333333333,0.3333333333333333,10.666666666666666,2.0,20.400000000000002,0.3333333333333333,0.0,0.0
226,2022-02-19,15:00,Matchweek 26,Sat,Away,W,3.0,0.0,Brighton,1.0,0.8,32.0,30361.0,Ben Mee,4-4-2,Kevin Friend,Match Report,10.0,4.0,19.7,0.0,0.0,0.0,2021,Burnley,1,0,4,15,5,0.3333333333333333,0.6666666666666666,10.0,3.3333333333333335,19.766666666666666,0.3333333333333333,0.0,0.0
227,2022-02-23,19:30,Matchweek 13,Wed,Home,W,1.0,0.0,Tottenham,1.3,1.0,34.0,19488.0,Ben Mee,4-4-2,Graham Scott,Match Report,15.0,4.0,17.3,0.0,0.0,0.0,2021,Burnley,1,1,19,19,2,1.3333333333333333,0.6666666666666666,9.0,4.0,19.833333333333332,0.0,0.0,0.0
228,2022-02-26,15:00,Matchweek 27,Sat,Away,D,1.0,1.0,Crystal Palace,0.3,1.1,41.0,24203.0,Ben Mee,4-4-2,Jonathan Moss,Match Report,5.0,1.0,19.2,0.0,0.0,0.0,2021,Burnley,0,0,7,15,5,1.3333333333333333,0.3333333333333333,11.0,4.333333333333333,18.766666666666666,0.0,0.0,0.0
229,2022-03-01,19:45,Matchweek 22,Tue,Home,L,0.0,2.0,Leicester City,1.1,1.8,45.0,17825.0,Ben Mee,4-4-2,Chris Kavanagh,Match Report,9.0,2.0,16.6,0.0,0.0,0.0,2021,Burnley,0,1,11,19,1,1.6666666666666667,0.3333333333333333,10.0,3.0,18.733333333333334,0.0,0.0,0.0
230,2022-03-05,15:00,Matchweek 28,Sat,Home,L,0.0,4.0,Chelsea,0.9,2.2,28.0,19439.0,James Tarkowski,4-4-2,Andre Marriner,Match Report,6.0,0.0,17.2,1.0,0.0,0.0,2021,Burnley,0,1,6,15,5,0.6666666666666666,1.0,9.666666666666666,2.3333333333333335,17.7,0.0,0.0,0.0
231,2022-03-12,15:00,Matchweek 29,Sat,Away,L,0.0,2.0,Brentford,0.6,2.0,45.0,17088.0,James Tarkowski,4-4-2,Paul Tierney,Match Report,7.0,1.0,21.4,1.0,0.0,0.0,2021,Burnley,0,0,3,15,5,0.3333333333333333,2.3333333333333335,6.666666666666667,1.0,17.666666666666668,0.3333333333333333,0.0,0.0
