,date,time,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,sh,sot,dist,fk,pk,pkatt,season,team,target,venue_code,opp_code,hour,day_code,gf_rolling,ga_rolling,sh_rolling,sot_rolling,dist_rolling,fk_rolling,pk_rolling,pkatt_rolling
232,2022-04-02,15:00,Matchweek 31,Sat,Home,L,0.0,2.0,Manchester City,0.1,2.0,24.0,21249.0,James Tarkowski,4-5-1,Craig Pawson,Match Report,3.0,1.0,18.3,0.0,0.0,0.0,2021,Burnley,0,1,13,15,5,0.0,2.6666666666666665,7.333333333333333,1.0,18.4,0.6666666666666666,0.0,0.0
233,2022-04-06,19:30,Matchweek 19,Wed,Home,W,3.0,2.0,Everton,2.0,2.8,52.0,19830.0,James Tarkowski,4-4-2,Mike Dean,Match Report,13.0,4.0,15.7,0.0,0.0,0.0,2021,Burnley,1,1,8,19,2,0.0,2.6666666666666665,5.333333333333333,0.6666666666666666,18.966666666666665,0.6666666666666666,0.0,0.0
234,2022-04-10,14:00,Matchweek 32,Sun,Away,L,0.0,2.0,Norwich City,1.9,2.0,55.0,26361.0,James Tarkowski,4-4-2,Michael Oliver,Match Report,18.0,3.0,17.4,1.0,0.0,0.0,2021,Burnley,0,0,16,14,6,1.0,2.0,7.666666666666667,2.0,18.466666666666665,0.3333333333333333,0.0,0.0
235,2022-04-17,14:15,Matchweek 33,Sun,Away,D,1.0,1.0,West Ham,1.3,2.5,39.0,59958.0,James Tarkowski,4-4-2,Paul Tierney,Match Report,8.0,1.0,16.4,0.0,0.0,1.0,2021,Burnley,0,0,21,14,6,1.0,2.0,11.333333333333334,2.6666666666666665,17.133333333333333,0.3333333333333333,0.0,0.0
236,2022-04-21,19:45,Matchweek 30,Thu,Home,W,2.0,0.0,Southampton,1.8,1.0,44.0,17384.0,James Tarkowski,4-4-2,Stuart Attwell,Match Report,16.0,6.0,14.2,0.0,0.0,0.0,2021,Burnley,1,1,18,19,3,1.3333333333333333,1.6666666666666667,13.0,2.6666666666666665,16.499999999999996,0.3333333333333333,0.0,0.3333333333333333
237,2022-04-24,14:00,Matchweek 34,Sun,Home,W,1.0,0.0,Wolves,1.6,0.7,36.0,19246.0,James Tarkowski,4-4-2,Anthony Taylor,Match Report,14.0,5.0,18.8,0.0,0.0,0.0,2021,Burnley,1,1,22,14,6,1.0,1.0,14.0,3.3333333333333335,16.0,0.3333333333333333,0.0,0.3333333333333333
238,2022-04-30,15:00,Matchweek 35,Sat,Away,W,2.0,1.0,Watford,2.3,1.4,53.0,20738.0,James Tarkowski,4-4-2,Craig Pawson,Match Report,17.0,6.0,15.9,1.0,0.0,0.0,2021,Burnley,1,0,20,15,5,1.3333333333333333,0.3333333333333333,12.666666666666666,4.0,16.466666666666665,0.0,0.0,0.3333333333333333
239,2022-05-07,15:00,Matchweek 36,Sat,Home,L,1.0,3.0,Aston Villa,2.0,1.6,49.0,20891.0,James Tarkowski,4-4-2,David Coote,Match Report,14.0,6.0,16.4,0.0,0.0,0.0,2021,Burnley,0,1,1,15,5,1.6666666666666667,0.3333333333333333,15.666666666666666,5.666666666666667,16.3,0.3333333333333333,0.0,0.0
240,2022-05-15,12:00,Matchweek 37,Sun,Away,L,0.0,1.0,Tottenham,0.8,2.3,32.0,61729.0,Jack Cork,5-3-2,Kevin Friend,Match Report,8.0,1.0,15.4,0.0,0.0,0.0,2021,Burnley,0,0,19,12,6,1.3333333333333333,1.3333333333333333,15.0,5.666666666666667,17.033333333333335,0.3333333333333333,0.0,0.0
241,2022-05-19,20:00,Matchweek 18,Thu,Away,D,1.0,1.0,Aston Villa,1.8,1.6,29.0,40468.0,James Tarkowski,5-3-2,Paul Tierney,Match Report,9.0,3.0,17.2,0.0,1.0,1.0,2021,Burnley,0,0,1,20,3,1.0,1.6666666666666667,13.0,4.333333333333333,15.899999999999999,0.3333333333333333,0.0,0.0
242,2022-05-22,16:00,Matchweek 38,Sun,Home,L,1.0,2.0,Newcastle Utd,1.8,1.9,52.0,21361.0,James Tarkowski,4-4-2,Craig Pawson,Match Report,12.0,4.0,15.7,1.0,0.0,0.0,2021,Burnley,0,1,15,16,6,0.6666666666666666,1.6666666666666667,10.333333333333334,3.3333333333333335,16.333333333333332,0.0,0.3333333333333333,0.3333333333333333
243,2021-09-11,17:30,Matchweek 4,Sat,Home,W,3.0,0.0,Aston Villa,1.0,1.3,57.0,39969.0,Marcos Alonso,3-4-3,Stuart Attwell,Match Report,12.0,4.0,22.6,0.0,0.0,0.0,2021,Chelsea,1,1,1,17,5,2.0,0.3333333333333333,13.666666666666666,4.666666666666667,16.5,1.3333333333333333,0.0,0.0
244,2021-09-19,16:30,Matchweek 5,Sun,Away,W,3.0,0.0,Tottenham,2.7,0.6,53.0,60059.0,César Azpilicueta,3-4-3,Paul Tierney,Match Report,20.0,9.0,14.5,0.0,0.0,0.0,2021,Chelsea,1,0,19,16,6,2.0,0.3333333333333333,13.333333333333334,4.0,17.033333333333335,0.0,0.0,0.0
245,2021-09-25,12:30,Matchweek 6,Sat,Home,L,0.0,1.0,Manchester City,0.2,1.4,41.0,40036.0,César Azpilicueta,3-5-2,Michael Oliver,Match Report,5.0,0.0,27.9,1.0,0.0,0.0,2021,Chelsea,0,1,13,12,5,2.3333333333333335,0.3333333333333333,12.666666666666666,5.333333333333333,16.533333333333335,0.0,0.0,0.0
246,2021-10-02,15:00,Matchweek 7,Sat,Home,W,3.0,1.0,Southampton,3.4,1.3,62.0,40109.0,César Azpilicueta,3-4-3,Martin Atkinson,Match Report,20.0,9.0,12.8,0.0,0.0,0.0,2021,Chelsea,1,1,18,15,5,2.0,0.3333333333333333,12.333333333333334,4.333333333333333,21.666666666666668,0.3333333333333333,0.0,0.0
247,2021-10-16,17:30,Matchweek 8,Sat,Away,W,1.0,0.0,Brentford,0.4,1.5,55.0,16940.0,César Azpilicueta,3-5-2,Anthony Taylor,Match Report,5.0,1.0,24.7,2.0,0.0,0.0,2021,Chelsea,1,0,3,17,5,2.0,0.6666666666666666,15.0,6.0,18.400000000000002,0.3333333333333333,0.0,0.0
248,2021-10-23,12:30,Matchweek 9,Sat,Home,W,7.0,0.0,Norwich City,3.0,0.2,62.0,40113.0,Jorginho,3-4-3,Andy Madley,Match Report,22.0,12.0,19.8,0.0,1.0,1.0,2021,Chelsea,1,1,16,12,5,1.3333333333333333,0.6666666666666666,10.0,3.3333333333333335,21.8,1.0,0.0,0.0
249,2021-10-30,15:00,Matchweek 10,Sat,Away,W,3.0,0.0,Newcastle Utd,2.4,0.4,79.0,52208.0,Jorginho,3-4-3,Paul Tierney,Match Report,18.0,5.0,20.5,1.0,1.0,1.0,2021,Chelsea,1,0,15,15,5,3.6666666666666665,0.3333333333333333,15.666666666666666,7.333333333333333,19.099999999999998,0.6666666666666666,0.3333333333333333,0.3333333333333333
250,2021-11-06,15:00,Matchweek 11,Sat,Home,D,1.0,1.0,Burnley,2.3,0.6,70.0,39798.0,Jorginho,3-4-1-2,Andre Marriner,Match Report,25.0,4.0,16.0,0.0,0.0,0.0,2021,Chelsea,0,1,5,15,5,3.6666666666666665,0.0,15.0,6.0,21.666666666666668,1.0,0.6666666666666666,0.6666666666666666
251,2021-11-20,12:30,Matchweek 12,Sat,Away,W,3.0,0.0,Leicester City,2.1,0.3,61.0,35497.0,Jorginho,3-4-3,Paul Tierney,Match Report,16.0,7.0,16.7,2.0,0.0,0.0,2021,Chelsea,1,0,11,12,5,3.6666666666666665,0.3333333333333333,21.666666666666668,7.0,18.766666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666
252,2021-11-28,16:30,Matchweek 13,Sun,Home,D,1.0,1.0,Manchester Utd,3.1,0.7,65.0,40041.0,Jorginho,3-4-3,Anthony Taylor,Match Report,23.0,5.0,16.8,0.0,1.0,1.0,2021,Chelsea,0,1,14,16,6,2.3333333333333335,0.3333333333333333,19.666666666666668,5.333333333333333,17.733333333333334,1.0,0.3333333333333333,0.3333333333333333
253,2021-12-01,19:30,Matchweek 14,Wed,Away,W,2.0,1.0,Watford,1.2,1.1,49.0,20388.0,César Azpilicueta,3-4-3,David Coote,Match Report,8.0,4.0,15.1,0.0,0.0,0.0,2021,Chelsea,1,0,20,19,2,1.6666666666666667,0.6666666666666666,21.333333333333332,5.333333333333333,16.5,0.6666666666666666,0.3333333333333333,0.3333333333333333
254,2021-12-04,12:30,Matchweek 15,Sat,Away,L,2.0,3.0,West Ham,1.3,2.2,63.0,59942.0,Jorginho,3-4-3,Andre Marriner,Match Report,19.0,7.0,17.5,0.0,0.0,0.0,2021,Chelsea,0,0,21,12,5,2.0,0.6666666666666666,15.666666666666666,5.333333333333333,16.2,0.6666666666666666,0.3333333333333333,0.3333333333333333
255,2021-12-11,15:00,Matchweek 16,Sat,Home,W,3.0,2.0,Leeds United,2.6,1.8,57.0,39959.0,César Azpilicueta,3-4-3,Chris Kavanagh,Match Report,14.0,4.0,20.0,2.0,2.0,2.0,2021,Chelsea,1,1,10,15,5,1.6666666666666667,1.6666666666666667,16.666666666666668,5.333333333333333,16.466666666666665,0.0,0.3333333333333333,0.3333333333333333
256,2021-12-16,19:45,Matchweek 17,Thu,Home,D,1.0,1.0,Everton,3.0,0.5,80.0,13933.0,César Azpilicueta,3-4-3,Michael Oliver,Match Report,23.0,10.0,14.7,2.0,0.0,0.0,2021,Chelsea,0,1,8,19,3,2.3333333333333335,2.0,13.666666666666666,5.0,17.53333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666
257,2021-12-19,14:00,Matchweek 18,Sun,Away,D,0.0,0.0,Wolves,1.0,0.3,63.0,30631.0,César Azpilicueta,3-4-3,David Coote,Match Report,8.0,1.0,14.9,0.0,0.0,0.0,2021,Chelsea,0,0,22,14,6,2.0,2.0,18.666666666666668,7.0,17.400000000000002,1.3333333333333333,0.6666666666666666,0.6666666666666666
258,2021-12-26,17:30,Matchweek 19,Sun,Away,W,3.0,1.0,Aston Villa,2.7,0.6,58.0,41907.0,Jorginho,3-4-3,Martin Atkinson,Match Report,8.0,2.0,17.6,1.0,2.0,2.0,2021,Chelsea,1,0,1,17,6,1.3333333333333333,1.0,15.0,5.0,16.533333333333335,1.3333333333333333,0.6666666666666666,0.6666666666666666
259,2021-12-29,19:30,Matchweek 20,Wed,Home,D,1.0,1.0,Brighton,1.1,1.4,47.0,40080.0,César Azpilicueta,3-4-3,Mike Dean,Match Report,11.0,5.0,13.6,0.0,0.0,0.0,2021,Chelsea,0,1,4,19,2,1.3333333333333333,0.6666666666666666,13.0,4.333333333333333,15.733333333333334,1.0,0.6666666666666666,0.6666666666666666
260,2022-01-02,16:30,Matchweek 21,Sun,Home,D,2.0,2.0,Liverpool,1.5,1.7,54.0,40072.0,César Azpilicueta,3-4-3,Anthony Taylor,Match Report,15.0,6.0,18.0,3.0,0.0,0.0,2021,Chelsea,0,1,12,16,6,1.3333333333333333,0.6666666666666666,9.0,2.6666666666666665,15.366666666666667,0.3333333333333333,0.6666666666666666,0.6666666666666666
261,2022-01-15,12:30,Matchweek 22,Sat,Away,L,0.0,1.0,Manchester City,0.4,0.9,44.0,53319.0,César Azpilicueta,3-4-3,Craig Pawson,Match Report,4.0,1.0,19.1,0.0,0.0,0.0,2021,Chelsea,0,0,13,12,5,2.0,1.3333333333333333,11.333333333333334,4.333333333333333,16.400000000000002,1.3333333333333333,0.6666666666666666,0.6666666666666666
262,2022-01-18,20:00,Matchweek 24,Tue,Away,D,1.0,1.0,Brighton,0.8,1.0,56.0,30880.0,César Azpilicueta,4-2-2-2,Kevin Friend,Match Report,15.0,3.0,21.1,1.0,0.0,0.0,2021,Chelsea,0,0,4,20,1,1.0,1.3333333333333333,10.0,4.0,16.900000000000002,1.0,0.0,0.0
263,2022-01-23,16:30,Matchweek 23,Sun,Home,W,2.0,0.0,Tottenham,1.3,0.7,64.0,40020.0,César Azpilicueta,4-3-3,Paul Tierney,Match Report,15.0,7.0,15.9,0.0,0.0,0.0,2021,Chelsea,1,1,19,16,6,1.0,1.3333333333333333,11.333333333333334,3.3333333333333335,19.400000000000002,1.3333333333333333,0.0,0.0
264,2022-02-19,15:00,Matchweek 26,Sat,Away,W,1.0,0.0,Crystal Palace,1.1,0.9,58.0,25109.0,Jorginho,4-3-3,David Coote,Match Report,9.0,3.0,17.0,1.0,0.0,0.0,2021,Chelsea,1,0,7,15,5,1.0,0.6666666666666666,11.333333333333334,3.6666666666666665,18.7,0.3333333333333333,0.0,0.0
265,2022-03-05,15:00,Matchweek 28,Sat,Away,W,4.0,0.0,Burnley,2.2,0.9,72.0,19439.0,Jorginho,3-4-3,Andre Marriner,Match Report,11.0,5.0,18.1,0.0,0.0,0.0,2021,Chelsea,1,0,5,15,5,1.3333333333333333,0.3333333333333333,13.0,4.333333333333333,18.0,0.6666666666666666,0.0,0.0
266,2022-03-10,19:30,Matchweek 30,Thu,Away,W,3.0,1.0,Norwich City,2.2,1.1,66.0,26684.0,César Azpilicueta,3-4-3,Martin Atkinson,Match Report,15.0,7.0,12.7,1.0,0.0,0.0,2021,Chelsea,1,0,16,19,3,2.3333333333333335,0.0,11.666666666666666,5.0,17.0,0.3333333333333333,0.0,0.0
267,2022-03-13,14:00,Matchweek 29,Sun,Home,W,1.0,0.0,Newcastle Utd,1.0,0.5,71.0,40026.0,Jorginho,4-3-3,David Coote,Match Report,8.0,3.0,16.4,1.0,0.0,0.0,2021,Chelsea,1,1,15,14,6,2.6666666666666665,0.3333333333333333,11.666666666666666,5.0,15.933333333333332,0.6666666666666666,0.0,0.0
268,2022-04-02,15:00,Matchweek 31,Sat,Home,L,1.0,4.0,Brentford,1.7,2.2,70.0,39061.0,César Azpilicueta,4-3-3,Andy Madley,Match Report,21.0,8.0,20.1,0.0,0.0,0.0,2021,Chelsea,0,1,3,15,5,2.6666666666666665,0.3333333333333333,11.333333333333334,5.0,15.733333333333334,0.6666666666666666,0.0,0.0
269,2022-04-09,15:00,Matchweek 32,Sat,Away,W,6.0,0.0,Southampton,4.4,0.5,70.0,31359.0,N'Golo Kanté,3-4-1-2,Kevin Friend,Match Report,24.0,14.0,15.3,0.0,0.0,0.0,2021,Chelsea,1,0,18,15,5,1.6666666666666667,1.6666666666666667,14.666666666666666,6.0,16.400000000000002,0.6666666666666666,0.0,0.0
270,2022-04-20,19:45,Matchweek 25,Wed,Home,L,2.0,4.0,Arsenal,1.1,1.8,67.0,32249.0,César Azpilicueta,3-4-1-2,Jonathan Moss,Match Report,11.0,2.0,15.9,0.0,0.0,0.0,2021,Chelsea,0,1,0,19,2,2.6666666666666665,1.3333333333333333,17.666666666666668,8.333333333333334,17.266666666666666,0.3333333333333333,0.0,0.0
271,2022-04-24,14:00,Matchweek 34,Sun,Home,W,1.0,0.0,West Ham,2.9,0.7,66.0,32231.0,César Azpilicueta,3-4-1-2,Michael Oliver,Match Report,25.0,4.0,19.0,0.0,0.0,1.0,2021,Chelsea,1,1,21,14,6,3.0,2.6666666666666665,18.666666666666668,8.0,17.1,0.0,0.0,0.0
272,2022-04-28,19:45,Matchweek 37,Thu,Away,D,1.0,1.0,Manchester Utd,2.2,0.5,64.0,73564.0,César Azpilicueta,3-4-1-2,Mike Dean,Match Report,21.0,6.0,17.4,0.0,0.0,0.0,2021,Chelsea,0,0,14,19,3,3.0,1.3333333333333333,20.0,6.666666666666667,16.733333333333334,0.0,0.0,0.3333333333333333
273,2022-05-01,14:00,Matchweek 35,Sun,Away,L,0.0,1.0,Everton,1.2,2.0,77.0,39256.0,César Azpilicueta,3-4-1-2,Kevin Friend,Match Report,17.0,5.0,17.9,0.0,0.0,0.0,2021,Chelsea,0,0,8,14,6,1.3333333333333333,1.6666666666666667,19.0,4.0,17.433333333333334,0.0,0.0,0.3333333333333333
274,2022-05-07,15:00,Matchweek 36,Sat,Home,D,2.0,2.0,Wolves,2.4,2.1,59.0,32190.0,César Azpilicueta,3-4-1-2,Peter Bankes,Match Report,18.0,5.0,18.2,2.0,1.0,1.0,2021,Chelsea,0,1,22,15,5,0.6666666666666666,0.6666666666666666,21.0,5.0,18.099999999999998,0.0,0.0,0.3333333333333333
275,2022-05-11,19:30,Matchweek 33,Wed,Away,W,3.0,0.0,Leeds United,1.6,0.4,67.0,36549.0,Jorginho,3-4-3,Anthony Taylor,Match Report,17.0,3.0,16.9,0.0,0.0,0.0,2021,Chelsea,1,0,10,19,2,1.0,1.3333333333333333,18.666666666666668,5.333333333333333,17.833333333333332,0.6666666666666666,0.3333333333333333,0.3333333333333333
276,2022-05-19,20:00,Matchweek 27,Thu,Home,D,1.0,1.0,Leicester City,1.8,0.1,67.0,31478.0,Jorginho,3-4-3,Stuart Attwell,Match Report,20.0,7.0,20.0,2.0,0.0,0.0,2021,Chelsea,0,1,11,20,3,1.6666666666666667,1.0,17.333333333333332,4.333333333333333,17.666666666666664,0.6666666666666666,0.3333333333333333,0.3333333333333333
277,2022-05-22,16:00,Matchweek 38,Sun,Home,W,2.0,1.0,Watford,2.7,0.8,71.0,32089.0,César Azpilicueta,3-4-3,Mike Dean,Match Report,19.0,8.0,16.9,0.0,0.0,0.0,2021,Chelsea,1,1,20,16,6,2.0,1.0,18.333333333333332,5.0,18.366666666666664,1.3333333333333333,0.3333333333333333,0.3333333333333333
278,2022-08-06,17:30,Matchweek 1,Sat,Away,W,1.0,0.0,Everton,1.5,0.7,62.0,39254.0,César Azpilicueta,3-4-3,Craig Pawson,Match Report,14.0,5.0,16.1,1.0,1.0,1.0,2022,Chelsea,1,0,8,17,5,2.0,0.6666666666666666,18.666666666666668,6.0,17.93333333333333,0.6666666666666666,0.0,0.0
279,2022-08-14,16:30,Matchweek 2,Sun,Home,D,2.0,2.0,Tottenham,1.6,1.0,63.0,39946.0,Jorginho,3-5-2,Anthony Taylor,Match Report,16.0,3.0,17.2,0.0,0.0,0.0,2022,Chelsea,0,1,19,16,6,1.3333333333333333,0.6666666666666666,17.666666666666668,6.666666666666667,17.666666666666664,1.0,0.3333333333333333,0.3333333333333333
280,2022-08-21,14:00,Matchweek 3,Sun,Away,L,0.0,3.0,Leeds United,0.9,2.1,61.0,36372.0,Jorginho,3-5-2,Stuart Attwell,Match Report,14.0,3.0,19.8,0.0,0.0,0.0,2022,Chelsea,0,0,10,14,6,1.6666666666666667,1.0,16.333333333333332,5.333333333333333,16.733333333333334,0.3333333333333333,0.3333333333333333,0.3333333333333333
281,2022-08-27,15:00,Matchweek 4,Sat,Home,W,2.0,1.0,Leicester City,1.8,2.5,45.0,39953.0,Jorginho,4-4-2,Paul Tierney,Match Report,7.0,4.0,14.6,0.0,0.0,0.0,2022,Chelsea,1,1,11,15,5,1.0,1.6666666666666667,14.666666666666666,3.6666666666666665,17.7,0.3333333333333333,0.3333333333333333,0.3333333333333333
282,2022-08-30,19:45,Matchweek 5,Tue,Away,L,1.0,2.0,Southampton,1.1,1.1,67.0,31542.0,César Azpilicueta,4-2-2-2,Michael Oliver,Match Report,10.0,4.0,14.5,0.0,0.0,0.0,2022,Chelsea,0,0,18,19,1,1.3333333333333333,2.0,12.333333333333334,3.3333333333333335,17.2,0.0,0.0,0.0
283,2022-09-03,15:00,Matchweek 6,Sat,Home,W,2.0,1.0,West Ham,0.9,1.1,67.0,39923.0,Thiago Silva,3-1-4-2,Andy Madley,Match Report,8.0,3.0,17.2,0.0,0.0,0.0,2022,Chelsea,1,1,21,15,5,1.0,2.0,10.333333333333334,3.6666666666666665,16.3,0.0,0.0,0.0
284,2022-10-01,15:00,Matchweek 9,Sat,Away,W,2.0,1.0,Crystal Palace,1.1,0.4,64.0,25198.0,Jorginho,4-3-1-2,Chris Kavanagh,Match Report,13.0,3.0,14.8,0.0,0.0,0.0,2022,Chelsea,1,0,7,15,5,1.6666666666666667,1.3333333333333333,8.333333333333334,3.6666666666666665,15.433333333333332,0.0,0.0,0.0
285,2022-10-08,15:00,Matchweek 10,Sat,Home,W,3.0,0.0,Wolves,1.9,1.1,57.0,39940.0,César Azpilicueta,4-2-3-1,Simon Hooper,Match Report,20.0,7.0,14.7,0.0,0.0,0.0,2022,Chelsea,1,1,22,15,5,1.6666666666666667,1.3333333333333333,10.333333333333334,3.3333333333333335,15.499999999999998,0.0,0.0,0.0
286,2022-10-16,14:00,Matchweek 11,Sun,Away,W,2.0,0.0,Aston Villa,0.9,1.8,58.0,41754.0,Thiago Silva,3-4-3,Robert Jones,Match Report,8.0,4.0,18.0,1.0,0.0,0.0,2022,Chelsea,1,0,1,14,6,2.3333333333333335,0.6666666666666666,13.666666666666666,4.333333333333333,15.566666666666663,0.0,0.0,0.0
287,2022-10-19,19:30,Matchweek 12,Wed,Away,D,0.0,0.0,Brentford,0.9,1.3,66.0,17118.0,César Azpilicueta,3-5-1-1,Jarred Gillett,Match Report,14.0,5.0,21.4,0.0,0.0,0.0,2022,Chelsea,0,0,3,19,2,2.3333333333333335,0.3333333333333333,13.666666666666666,4.666666666666667,15.833333333333334,0.3333333333333333,0.0,0.0
288,2022-10-22,17:30,Matchweek 13,Sat,Home,D,1.0,1.0,Manchester Utd,1.1,0.8,48.0,39503.0,César Azpilicueta,3-4-3,Stuart Attwell,Match Report,5.0,1.0,19.7,0.0,1.0,1.0,2022,Chelsea,0,1,14,17,5,1.6666666666666667,0.0,14.0,5.333333333333333,18.03333333333333,0.3333333333333333,0.0,0.0
289,2022-10-29,15:00,Matchweek 14,Sat,Away,L,1.0,4.0,Brighton,1.4,2.4,59.0,31746.0,Thiago Silva,3-4-3,Andy Madley,Match Report,15.0,7.0,18.3,0.0,0.0,0.0,2022,Chelsea,0,0,4,15,5,1.0,0.3333333333333333,9.0,3.3333333333333335,19.7,0.3333333333333333,0.3333333333333333,0.3333333333333333
290,2022-11-06,12:00,Matchweek 15,Sun,Home,L,0.0,1.0,Arsenal,0.3,2.1,45.0,40142.0,César Azpilicueta,4-2-3-1,Michael Oliver,Match Report,5.0,1.0,16.0,0.0,0.0,0.0,2022,Chelsea,0,1,0,12,6,0.6666666666666666,1.6666666666666667,11.333333333333334,4.333333333333333,19.799999999999997,0.0,0.3333333333333333,0.3333333333333333
291,2022-11-12,17:30,Matchweek 16,Sat,Away,L,0.0,1.0,Newcastle Utd,0.3,1.0,51.0,52264.0,César Azpilicueta,3-4-3,Robert Jones,Match Report,5.0,2.0,14.0,0.0,0.0,0.0,2022,Chelsea,0,0,15,17,5,0.6666666666666666,2.0,8.333333333333334,3.0,18.0,0.0,0.3333333333333333,0.3333333333333333
292,2021-09-11,12:30,Matchweek 4,Sat,Home,W,3.0,0.0,Tottenham,2.6,0.1,62.0,26000.0,James McArthur,4-3-3,Jonathan Moss,Match Report,17.0,3.0,17.5,1.0,1.0,1.0,2021,Crystal Palace,1,1,19,12,5,0.6666666666666666,1.6666666666666667,6.666666666666667,1.6666666666666667,13.966666666666667,0.0,0.0,0.0
293,2021-09-18,15:00,Matchweek 5,Sat,Away,L,0.0,3.0,Liverpool,1.0,3.3,41.0,52000.0,James McArthur,4-3-3,Andy Madley,Match Report,13.0,2.0,19.0,1.0,0.0,0.0,2021,Crystal Palace,0,0,12,15,5,1.6666666666666667,0.6666666666666666,11.0,2.3333333333333335,16.2,0.3333333333333333,0.3333333333333333,0.3333333333333333
294,2021-09-27,20:00,Matchweek 6,Mon,Home,D,1.0,1.0,Brighton,1.4,0.8,47.0,22975.0,Luka Milivojević,4-3-3,Andre Marriner,Match Report,7.0,2.0,24.1,1.0,1.0,1.0,2021,Crystal Palace,0,1,4,20,0,1.6666666666666667,1.6666666666666667,13.0,2.3333333333333335,17.233333333333334,0.6666666666666666,0.3333333333333333,0.3333333333333333
295,2021-10-03,14:00,Matchweek 7,Sun,Home,D,2.0,2.0,Leicester City,1.8,1.4,60.0,25000.0,Luka Milivojević,4-3-3,Anthony Taylor,Match Report,18.0,4.0,15.3,0.0,0.0,0.0,2021,Crystal Palace,0,1,11,14,6,1.3333333333333333,1.3333333333333333,12.333333333333334,2.3333333333333335,20.2,1.0,0.6666666666666666,0.6666666666666666
296,2021-10-18,20:00,Matchweek 8,Mon,Away,D,2.0,2.0,Arsenal,0.9,1.9,46.0,59475.0,Luka Milivojević,4-2-3-1,Mike Dean,Match Report,9.0,6.0,21.4,0.0,0.0,0.0,2021,Crystal Palace,0,0,0,20,0,1.0,2.0,12.666666666666666,2.6666666666666665,19.466666666666665,0.6666666666666666,0.3333333333333333,0.3333333333333333
297,2021-10-23,15:00,Matchweek 9,Sat,Home,D,1.0,1.0,Newcastle Utd,1.8,0.5,74.0,24609.0,Luka Milivojević,4-3-3,Darren England,Match Report,15.0,3.0,15.6,0.0,0.0,0.0,2021,Crystal Palace,0,1,15,15,5,1.6666666666666667,1.6666666666666667,11.333333333333334,4.0,20.266666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333
298,2021-10-30,15:00,Matchweek 10,Sat,Away,W,2.0,0.0,Manchester City,0.8,1.1,32.0,53014.0,James McArthur,4-3-3,Andre Marriner,Match Report,8.0,3.0,15.3,0.0,0.0,0.0,2021,Crystal Palace,1,0,13,15,5,1.6666666666666667,1.6666666666666667,14.0,4.333333333333333,17.433333333333334,0.0,0.0,0.0
299,2021-11-06,15:00,Matchweek 11,Sat,Home,W,2.0,0.0,Wolves,2.2,0.4,60.0,24390.0,James McArthur,4-3-3,Graham Scott,Match Report,13.0,6.0,13.2,0.0,0.0,0.0,2021,Crystal Palace,1,1,22,15,5,1.6666666666666667,1.0,10.666666666666666,4.0,17.433333333333334,0.0,0.0,0.0
300,2021-11-20,15:00,Matchweek 12,Sat,Away,D,3.0,3.0,Burnley,2.3,1.6,60.0,18028.0,Luka Milivojević,4-3-3,Simon Hooper,Match Report,18.0,8.0,16.4,1.0,0.0,0.0,2021,Crystal Palace,0,0,5,15,5,1.6666666666666667,0.3333333333333333,12.0,4.0,14.699999999999998,0.0,0.0,0.0
301,2021-11-27,15:00,Matchweek 13,Sat,Home,L,1.0,2.0,Aston Villa,0.8,0.5,64.0,25203.0,Luka Milivojević,4-2-3-1,Michael Salisbury,Match Report,8.0,3.0,13.9,0.0,0.0,0.0,2021,Crystal Palace,0,1,1,15,5,2.3333333333333335,1.0,13.0,5.666666666666667,14.966666666666663,0.3333333333333333,0.0,0.0
302,2021-11-30,20:15,Matchweek 14,Tue,Away,L,0.0,1.0,Leeds United,1.3,1.6,39.0,35558.0,Joel Ward,4-3-3,Kevin Friend,Match Report,9.0,1.0,18.1,1.0,0.0,0.0,2021,Crystal Palace,0,0,10,20,1,2.0,1.6666666666666667,13.0,5.666666666666667,14.499999999999998,0.3333333333333333,0.0,0.0
303,2021-12-05,14:00,Matchweek 15,Sun,Away,L,0.0,1.0,Manchester Utd,0.6,1.1,39.0,73172.0,Wilfried Zaha,4-3-3,Craig Pawson,Match Report,8.0,2.0,19.2,0.0,0.0,0.0,2021,Crystal Palace,0,0,14,14,6,1.3333333333333333,2.0,11.666666666666666,4.0,16.13333333333333,0.6666666666666666,0.0,0.0
304,2021-12-12,16:30,Matchweek 16,Sun,Home,W,3.0,1.0,Everton,2.2,1.3,61.0,24066.0,Joel Ward,4-3-3,Andy Madley,Match Report,17.0,6.0,16.8,1.0,0.0,0.0,2021,Crystal Palace,1,1,8,16,6,0.3333333333333333,1.3333333333333333,8.333333333333334,2.0,17.066666666666663,0.3333333333333333,0.0,0.0
305,2021-12-15,19:30,Matchweek 17,Wed,Home,D,2.0,2.0,Southampton,1.2,0.9,59.0,22861.0,Joel Ward,4-3-3,Simon Hooper,Match Report,9.0,6.0,10.9,0.0,0.0,0.0,2021,Crystal Palace,0,1,18,19,2,1.0,1.0,11.333333333333334,3.0,18.03333333333333,0.6666666666666666,0.0,0.0
